finding_id,page_url,js_source,line,endpoint_expression,http_method,execution_side,page_access,api_auth_type,call_mechanism,confidence,summary
GMI-B7E14471,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-23.min.js,8,"https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=[],a=convertDateString(c.to()),a=new Date(a.getFullYear(),a.getMonth()+1,0),b=a.getFullYear()-pad(a.getMonth()+1)-pad(a.getDate()),a=c.allItems.filter(function(a){if(a.PublishDate>=c.from()&&a.PublishDate<=b)return!0})",GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,"Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=[],a=convertDateString(c.to()),a=new Date(a.getFullYear(),a.getMonth()+1,0),b=a.getFullYear()-pad(a.getMonth()+1)-pad(a.getDate()),a=c.allItems.filter(function(a){if(a.PublishDate>=c.from()&&a.PublishDate<=b)return!0}); no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic)."
GMI-5FF69856,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-23.min.js,13,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5,GET,Client,Unmapped,No explicit auth observed (cookies may still apply),jQuery shorthand,Confirmed source occurrence,Listed script contains a client-side jQuery shorthand GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5; no importing page found among rechecked pages. Authentication: No explicit auth observed (cookies may still apply).
GMI-529BCDBA,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-25-1-bundle.js,456,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=self.selectedDay(),GET,Client,Unmapped,No explicit auth observed (cookies may still apply),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=self.selectedDay(); no importing page found among rechecked pages. Authentication: No explicit auth observed (cookies may still apply).
GMI-A3FE1A05,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-25-1-bundle.js,587,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5,GET,Client,Unmapped,No explicit auth observed (cookies may still apply),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5; no importing page found among rechecked pages. Authentication: No explicit auth observed (cookies may still apply).
GMI-3C1AA7A0,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-26-bundle-fr.js,456,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=self.selectedDay(),GET,Client,Unmapped,No explicit auth observed (cookies may still apply),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=self.selectedDay(); no importing page found among rechecked pages. Authentication: No explicit auth observed (cookies may still apply).
GMI-3DF9C76B,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-26-bundle-fr.js,587,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5,GET,Client,Unmapped,No explicit auth observed (cookies may still apply),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5; no importing page found among rechecked pages. Authentication: No explicit auth observed (cookies may still apply).
GMI-C739E392,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-bundle-2-23.min.js,14,"https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=[],a=convertDateString(b.to()),a=new Date(a.getFullYear(),a.getMonth()+1,0),c=a.getFullYear()-pad(a.getMonth()+1)-pad(a.getDate()),a=b.allItems.filter(function(a){if(a.PublishDate>=b.from()&&a.PublishDate<=c)return!0})",GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,"Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=[],a=convertDateString(b.to()),a=new Date(a.getFullYear(),a.getMonth()+1,0),c=a.getFullYear()-pad(a.getMonth()+1)-pad(a.getDate()),a=b.allItems.filter(function(a){if(a.PublishDate>=b.from()&&a.PublishDate<=c)return!0}); no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic)."
GMI-99FBC1CA,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-bundle-2-23.min.js,19,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5,GET,Client,Unmapped,No explicit auth observed (cookies may still apply),jQuery shorthand,Confirmed source occurrence,Listed script contains a client-side jQuery shorthand GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5; no importing page found among rechecked pages. Authentication: No explicit auth observed (cookies may still apply).
GMI-95355BFC,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-bundle-23.js,462,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=self.selectedDay(),GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=self.selectedDay(); no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-0BC7D767,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-bundle-23.js,593,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-DC45D141,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-bundle-23.min.js,1,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-09BD86CA,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-bundle-23.min.js,1,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=new Date,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=new Date; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-245B533F,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-bundle-test-23.min.js,431,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=new Date,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=new Date; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-AE67AE24,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-bundle-test-23.min.js,501,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-46A4243B,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-bundle-test.min.js,452,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=self.selectedDay(),GET,Client,Unmapped,No explicit auth observed (cookies may still apply),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=self.selectedDay(); no importing page found among rechecked pages. Authentication: No explicit auth observed (cookies may still apply).
GMI-05AC5D6C,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-bundle-test.min.js,582,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5,GET,Client,Unmapped,No explicit auth observed (cookies may still apply),jQuery shorthand,Confirmed source occurrence,Listed script contains a client-side jQuery shorthand GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5; no importing page found among rechecked pages. Authentication: No explicit auth observed (cookies may still apply).
GMI-A84463D2,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-bundle.js,455,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=self.selectedDay(),GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=self.selectedDay(); no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-7F0DFECD,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-bundle.js,586,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-31E9D2AF,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-bundle.min.js,1,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-EE4EC2E4,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-bundle.min.js,1,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=new Date,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=new Date; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-F602776F,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-bundle2.min.js,14,"https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=[],a=convertDateString(b.to()),a=new Date(a.getFullYear(),a.getMonth()+1,0),c=a.getFullYear()-pad(a.getMonth()+1)-pad(a.getDate()),a=b.allItems.filter(function(a){if(a.PublishDate>=b.from()&&a.PublishDate<=c)return!0})",GET,Client,Unmapped,No explicit auth observed (cookies may still apply),jQuery.ajax,Confirmed source occurrence,"Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=[],a=convertDateString(b.to()),a=new Date(a.getFullYear(),a.getMonth()+1,0),c=a.getFullYear()-pad(a.getMonth()+1)-pad(a.getDate()),a=b.allItems.filter(function(a){if(a.PublishDate>=b.from()&&a.PublishDate<=c)return!0}); no importing page found among rechecked pages. Authentication: No explicit auth observed (cookies may still apply)."
GMI-AA421BD7,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-bundle2.min.js,19,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5,GET,Client,Unmapped,No explicit auth observed (cookies may still apply),jQuery shorthand,Confirmed source occurrence,Listed script contains a client-side jQuery shorthand GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5; no importing page found among rechecked pages. Authentication: No explicit auth observed (cookies may still apply).
GMI-08CC5D86,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-v2.js,169,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=self.selectedDay(),GET,Client,Unmapped,No explicit auth observed (cookies may still apply),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=self.selectedDay(); no importing page found among rechecked pages. Authentication: No explicit auth observed (cookies may still apply).
GMI-3DB7A981,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar-v2.js,318,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5,GET,Client,Unmapped,No explicit auth observed (cookies may still apply),jQuery shorthand,Confirmed source occurrence,Listed script contains a client-side jQuery shorthand GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5; no importing page found among rechecked pages. Authentication: No explicit auth observed (cookies may still apply).
GMI-AED27BD7,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar.2.js,166,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=self.selectedDay(),GET,Client,Unmapped,No explicit auth observed (cookies may still apply),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=self.selectedDay(); no importing page found among rechecked pages. Authentication: No explicit auth observed (cookies may still apply).
GMI-BD42DAF8,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar.2.js,301,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5,GET,Client,Unmapped,No explicit auth observed (cookies may still apply),jQuery shorthand,Confirmed source occurrence,Listed script contains a client-side jQuery shorthand GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5; no importing page found among rechecked pages. Authentication: No explicit auth observed (cookies may still apply).
GMI-E979F132,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar.2.min.js,8,"https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=[],a=convertDateString(c.to()),a=new Date(a.getFullYear(),a.getMonth()+1,0),b=a.getFullYear()-pad(a.getMonth()+1)-pad(a.getDate()),a=c.allItems.filter(function(a){if(a.PublishDate>=",GET,Client,Unmapped,No explicit auth observed (cookies may still apply),jQuery.ajax,Confirmed source occurrence,"Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=[],a=convertDateString(c.to()),a=new Date(a.getFullYear(),a.getMonth()+1,0),b=a.getFullYear()-pad(a.getMonth()+1)-pad(a.getDate()),a=c.allItems.filter(function(a){if(a.PublishDate>=; no importing page found among rechecked pages. Authentication: No explicit auth observed (cookies may still apply)."
GMI-DC5C06B2,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar.2.min.js,14,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5,GET,Client,Unmapped,No explicit auth observed (cookies may still apply),jQuery shorthand,Confirmed source occurrence,Listed script contains a client-side jQuery shorthand GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5; no importing page found among rechecked pages. Authentication: No explicit auth observed (cookies may still apply).
GMI-6C9300E5,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar.min.js,8,"https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=[],a=convertDateString(c.to()),a=new Date(a.getFullYear(),a.getMonth()+1,0),b=a.getFullYear()-pad(a.getMonth()+1)-pad(a.getDate()),a=c.allItems.filter(function(a){if(a.PublishDate>=c.from()&&a.PublishDate<=b)return!0})",GET,Client,Unmapped,No explicit auth observed (cookies may still apply),jQuery.ajax,Confirmed source occurrence,"Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5&date=[],a=convertDateString(c.to()),a=new Date(a.getFullYear(),a.getMonth()+1,0),b=a.getFullYear()-pad(a.getMonth()+1)-pad(a.getDate()),a=c.allItems.filter(function(a){if(a.PublishDate>=c.from()&&a.PublishDate<=b)return!0}); no importing page found among rechecked pages. Authentication: No explicit auth observed (cookies may still apply)."
GMI-0E17EEBA,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/holiday-calendar.min.js,13,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5,GET,Client,Unmapped,No explicit auth observed (cookies may still apply),jQuery shorthand,Confirmed source occurrence,Listed script contains a client-side jQuery shorthand GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=5; no importing page found among rechecked pages. Authentication: No explicit auth observed (cookies may still apply).
GMI-F5277EB7,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/mainpage-23.js,28,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=1&count=4,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=1&count=4; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-6A4237AD,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/mainpage-23.js,41,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=3&count=4,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=3&count=4; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-9EAD3F42,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/market-newsflash-23-fr.js,27,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=1&count=20,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=1&count=20; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-6E79105C,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/market-newsflash-23-fr.js,95,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=1,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=1; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-1DBF8343,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/market-newsflash-23.js,27,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=1&count=20,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=1&count=20; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-934ADCAB,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/market-newsflash-23.js,95,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=1,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=1; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-8FB53E8C,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/market-newsflash-view-23-fr.js,143,https://apps.rbcits.com/GMIService/api/MarketBulletins/getUrlParameter('id'),GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/MarketBulletins/getUrlParameter('id'); no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-23695D65,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/market-newsflash-view-23.js,143,https://apps.rbcits.com/GMIService/api/MarketBulletins/getUrlParameter('id'),GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/MarketBulletins/getUrlParameter('id'); no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-779EF5A6,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/market-newsflash-view-25-fr.js,143,https://apps.rbcits.com/GMIService/api/MarketBulletins/getUrlParameter('id'),GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/MarketBulletins/getUrlParameter('id'); no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-D6F3548B,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/market-newsflash-view-25.js,143,https://apps.rbcits.com/GMIService/api/MarketBulletins/getUrlParameter('id'),GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/MarketBulletins/getUrlParameter('id'); no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-DE92DFE2,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/market-newsflash-view-test.js,144,https://apps.rbcits.com/GMIService/api/MarketBulletins/getUrlParameter('id'),GET,Client,Unmapped,No explicit auth observed (cookies may still apply),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/MarketBulletins/getUrlParameter('id'); no importing page found among rechecked pages. Authentication: No explicit auth observed (cookies may still apply).
GMI-6B551C77,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/market-newsflash-view.js,143,https://apps.rbcits.com/GMIService/api/MarketBulletins/getUrlParameter('id'),GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/MarketBulletins/getUrlParameter('id'); no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-D2E2D381,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/market-newsflash.js,27,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=1&count=20,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=1&count=20; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-C435BEF1,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/market-newsflash.js,95,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=1,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=1; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-B2A44F5A,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/operational-updates-23.min.js,3,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=8&count=10,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=8&count=10; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-4AEC054C,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/operational-updates-23.min.js,5,"https://apps.rbcits.com/GMIService/api/Search?gmiFormId=8[],d=0",GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,"Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=8[],d=0; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic)."
GMI-A225EBA0,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/operational-updates.js,27,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=8&count=10,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=8&count=10; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-8A5D36E3,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/operational-updates.js,95,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=8,GET,Client,Unmapped,No explicit auth observed (cookies may still apply),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=8; no importing page found among rechecked pages. Authentication: No explicit auth observed (cookies may still apply).
GMI-5B3A0D6E,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/operational-updates.min.js,3,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=8&count=10,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=8&count=10; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-AA616488,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/operational-updates.min.js,5,"https://apps.rbcits.com/GMIService/api/Search?gmiFormId=8[],d=0",GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,"Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=8[],d=0; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic)."
GMI-37DEC402,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tax-bulletins-25.js,26,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=2&count=20,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=2&count=20; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-F13B341C,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tax-bulletins-25.js,101,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=2,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=2; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
GMI-0E5A4B45,No importing page found among scanned pages,https://www.rbcis.com/assets/rbcits/js/sub/gmi/tax-bulletins-trust-23.js,26,https://apps.rbcits.com/GMIService/api/Search?gmiFormId=2&count=20,GET,Client,Unmapped,Client-embedded credential (Basic),jQuery.ajax,Confirmed source occurrence,Listed script contains a client-side jQuery.ajax GET call to https://apps.rbcits.com/GMIService/api/Search?gmiFormId=2&count=20; no importing page found among rechecked pages. Authentication: Client-embedded credential (Basic).
